,anaphora,epiphora,symploce,anadiplosis,diacope,epizeuxis,epanalepsis,chiasmus,polysyndeton,repeating exclamatory sentences,repeating interrogative sentences,assonance,alliteration,aposiopesis,one_word,NOUN,ADJS,VERB,ADVB
1877-Perez Galdoz-Gloria-fragment_1.prd,0.008583690987124462,0.012875536480686695,0.0,0.0,0.776824034334764,0.02145922746781116,0.004291845493562232,0.0,0.33047210300429186,0.004291845493562232,0.0,4.28755364806867,11.708154506437767,0.008583690987124462,0.053153368370759665,0.2166348144609014,0.09026118808727504,0.10825768434464086,0.05458671763019589
1877-Perez Galdoz-Gloria-fragment_2.prd,0.0032362459546925572,0.0064724919093851144,0.0,0.0,0.5145631067961165,0.035598705501618116,0.0064724919093851144,0.0,0.15857605177993528,0.0032362459546925572,0.0032362459546925572,3.802588996763754,10.62135922330097,0.0,0.060117485314335715,0.2092238470191226,0.0797816939549223,0.11881848102320546,0.05136857892763405
1877-Perez Galdoz-Gloria-fragment_3.prd,0.01183431952662722,0.005917159763313609,0.0,0.008875739644970414,0.4615384615384616,0.0650887573964497,0.01183431952662722,0.0,0.11834319526627217,0.002958579881656805,0.002958579881656805,3.662721893491123,10.606508875739644,0.01183431952662722,0.06373207400025996,0.19929812399809368,0.07729301156795633,0.12590442355183915,0.047181664572592166
1877-Perez Galdoz-Gloria-fragment_4.prd,0.029761904761904764,0.023809523809523808,0.0,0.002976190476190476,0.4732142857142857,0.04464285714285714,0.005952380952380952,0.0,0.14285714285714285,0.008928571428571428,0.005952380952380952,3.7321428571428568,10.267857142857142,0.005952380952380952,0.06274085299848453,0.2010824853864473,0.07616367179043082,0.12145486035938514,0.05347477809049578
1877-Valera-El comendador Mendoza-fragment_1.prd,0.03365384615384615,0.004807692307692308,0.0,0.004807692307692308,1.3028846153846154,0.004807692307692308,0.0,0.0,0.4567307692307692,0.004807692307692308,0.0,4.293269230769232,11.721153846153848,0.0,0.05221249455294537,0.1996593114922949,0.07883373608525136,0.10688111555678803,0.054391316404547786
1877-Valera-El comendador Mendoza-fragment_2.prd,0.014760147601476013,0.0,0.0,0.0,0.8560885608856088,0.007380073800738006,0.003690036900369004,0.0,0.30996309963099633,0.003690036900369004,0.011070110701107009,3.885608856088561,10.974169741697416,0.0,0.05845451953236384,0.2016375412440425,0.08281396390891686,0.11079881054218096,0.05246649558026804
1877-Valera-El comendador Mendoza-fragment_3.prd,0.0273972602739726,0.003424657534246575,0.003424657534246575,0.003424657534246575,0.9075342465753424,0.0,0.00684931506849315,0.0,0.3116438356164384,0.017123287671232876,0.0,3.921232876712329,10.900684931506849,0.003424657534246575,0.059836507738910326,0.17473754097680402,0.07423544545416823,0.1291754844599361,0.06074940868915722
1877-Valera-El comendador Mendoza-fragment_4.prd,0.03823529411764706,0.008823529411764706,0.0,0.005882352941176471,0.7264705882352941,0.0,0.008823529411764706,0.0,0.2441176470588235,0.020588235294117647,0.005882352941176471,3.376470588235294,9.629411764705884,0.0029411764705882357,0.06217323109097246,0.1709654932032067,0.08012373649355176,0.1207737887765772,0.06121470895782503
1878-Pereda-Don Gonzalo González de la Gonzalera-fragment_1.prd,0.04294478527607362,0.006134969325153374,0.0,0.006134969325153374,1.6871165644171784,0.0920245398773006,0.006134969325153374,0.0,0.5276073619631901,0.006134969325153374,0.018404907975460124,5.638036809815952,14.791411042944784,0.018404907975460124,0.0553484830267324,0.19622460021642416,0.07582862410324236,0.10248086249048134,0.051981884493607466
1878-Pereda-Don Gonzalo González de la Gonzalera-fragment_2.prd,0.05084745762711865,0.0,0.0,0.0,2.1101694915254243,0.01694915254237288,0.0,0.0,0.8728813559322034,0.00847457627118644,0.00847457627118644,6.533898305084746,17.389830508474578,0.01694915254237288,0.05641485175517201,0.20236100829859352,0.07379124946429268,0.1023882806716796,0.048466903027233416
1878-Pereda-Don Gonzalo González de la Gonzalera-fragment_3.prd,0.05035971223021583,0.014388489208633094,0.0,0.007194244604316547,1.7985611510791366,0.02158273381294964,0.0,0.0,0.6690647482014388,0.0,0.007194244604316547,6.568345323741008,16.913669064748206,0.0,0.05161110890381025,0.19937224363304065,0.07517183837260122,0.10441416027653064,0.0431880487901784
1878-Pereda-Don Gonzalo González de la Gonzalera-fragment_4.prd,0.025,0.00625,0.0,0.0,1.4,0.025,0.0,0.0,0.6,0.0125,0.0,5.75625,15.6375,0.0125,0.051069842551473565,0.18954380298748488,0.06681469519580137,0.11962050867985465,0.055470327008478
1878-Pereda-El buey suelto-fragment_1.prd,0.037037037037037035,0.0,0.0,0.007407407407407408,2.362962962962963,0.02962962962962963,0.0,0.0,0.7703703703703704,0.02962962962962963,0.0,5.711111111111111,14.318518518518516,0.007407407407407408,0.052160838891244836,0.19453332819306834,0.08018813369829214,0.10725162882146574,0.052700566714214116
1878-Pereda-El buey suelto-fragment_2.prd,0.05785123966942149,0.008264462809917356,0.0,0.033057851239669415,2.6611570247933884,0.016528925619834708,0.008264462809917356,0.0,0.8181818181818182,0.02479338842975207,0.02479338842975207,6.884297520661157,17.041322314049587,0.04132231404958678,0.051002546148949716,0.1917568427753024,0.059794716740929336,0.11644653087205603,0.055856142584341184
1878-Pereda-El buey suelto-fragment_3.prd,0.059322033898305086,0.01694915254237288,0.0,0.01694915254237288,2.5423728813559316,0.03389830508474576,0.0,0.0,0.8389830508474576,0.05084745762711865,0.01694915254237288,7.6525423728813555,19.771186440677965,0.01694915254237288,0.05089296611203775,0.17375208494365568,0.06187705951751352,0.11325820755868353,0.05544933078393882
1878-Pereda-El buey suelto-fragment_4.prd,0.029411764705882356,0.0,0.0,0.014705882352941175,2.3823529411764706,0.02205882352941177,0.0,0.0,0.5955882352941176,0.02205882352941177,0.007352941176470587,6.6838235294117645,17.610294117647058,0.007352941176470587,0.05831533477321815,0.16398386242308166,0.061575451322384775,0.1192387627857696,0.05371042014752028
1878-Perez Galdoz-La familia de León Roch-fragment_1.prd,0.002873563218390805,0.002873563218390805,0.0,0.0,0.4798850574712644,0.04885057471264368,0.011494252873563218,0.0,0.15804597701149425,0.0,0.005747126436781609,3.6091954022988495,9.916666666666666,0.03160919540229885,0.05695855643155276,0.2008516379274,0.08398330452379947,0.1167840128167292,0.05594670938909735
1878-Perez Galdoz-La familia de León Roch-fragment_2.prd,0.021052631578947368,0.003508771929824561,0.0,0.0,0.6526315789473685,0.02456140350877193,0.0,0.0,0.18596491228070172,0.010526315789473684,0.003508771929824561,4.056140350877193,11.645614035087721,0.021052631578947368,0.06597660523436842,0.19670958512160228,0.08928721703273584,0.11726836657409745,0.05596229908272322
1878-Perez Galdoz-La familia de León Roch-fragment_3.prd,0.022727272727272728,0.012987012987012988,0.0,0.0,0.7110389610389609,0.03896103896103896,0.00974025974025974,0.0,0.17532467532467533,0.016233766233766232,0.016233766233766232,3.6396103896103895,10.344155844155843,0.048701298701298704,0.0590662776156732,0.20204251771571488,0.08599416423509795,0.11671529804085035,0.058274280950396
1878-Perez Galdoz-La familia de León Roch-fragment_4.prd,0.04137931034482759,0.010344827586206895,0.0,0.006896551724137931,0.7172413793103448,0.05517241379310345,0.003448275862068965,0.0,0.20344827586206896,0.017241379310344827,0.003448275862068965,3.789655172413793,10.362068965517242,0.020689655172413796,0.059128586609989375,0.20051009564293304,0.09054197662061636,0.11566418703506907,0.05670563230605739
1879-Valera-Doña Luz-fragment_1.prd,0.032710280373831765,0.014018691588785048,0.0,0.009345794392523364,1.3785046728971964,0.014018691588785048,0.0,0.0,0.5327102803738317,0.0,0.0,4.093457943925234,11.266355140186914,0.0,0.04983233252748967,0.20974031037978635,0.0860563050768151,0.09904078608749904,0.06176401778055057
1879-Valera-Doña Luz-fragment_2.prd,0.011764705882352941,0.0039215686274509795,0.0,0.011764705882352941,1.203921568627451,0.0039215686274509795,0.0,0.0,0.4235294117647059,0.031372549019607836,0.0,4.007843137254902,10.545098039215684,0.0,0.05233622542386373,0.19438032317121706,0.07697206081349996,0.11573668709703094,0.05842553530207752
1879-Valera-Doña Luz-fragment_3.prd,0.054054054054054064,0.009009009009009007,0.0,0.0045045045045045045,1.4369369369369367,0.022522522522522518,0.0045045045045045045,0.0,0.527027027027027,0.027027027027027032,0.0,4.45945945945946,11.648648648648651,0.0,0.04678019181835976,0.19506752789195536,0.08557447641417107,0.1110589156390683,0.06451360344490116
1879-Valera-Doña Luz-fragment_4.prd,0.029661016949152543,0.00423728813559322,0.0,0.0,1.3135593220338984,0.00423728813559322,0.00423728813559322,0.0,0.4661016949152542,0.029661016949152543,0.00423728813559322,4.165254237288137,11.406779661016948,0.0,0.05150299024236701,0.19078533207428391,0.07758892036512433,0.11484891406987725,0.06200818382121497
1881-Perez Galdoz-La desheredada-fragment_1.prd,0.016304347826086956,0.0,0.0,0.002717391304347826,0.5271739130434783,0.059782608695652176,0.008152173913043478,0.0,0.14130434782608695,0.016304347826086956,0.005434782608695652,3.1820652173913038,9.290760869565217,0.01358695652173913,0.06082260074781886,0.2142916493560449,0.08491898628998754,0.1191109264644786,0.058579144162858324
1881-Perez Galdoz-La desheredada-fragment_2.prd,0.02564102564102564,0.008547008547008548,0.0028490028490028487,0.0028490028490028487,0.4188034188034188,0.022792022792022797,0.0028490028490028487,0.0,0.10541310541310543,0.008547008547008548,0.008547008547008548,3.3646723646723653,9.552706552706553,0.014245014245014244,0.06238905485560895,0.21327445122743213,0.07970732129713816,0.128674719660562,0.053470147638221416
1881-Perez Galdoz-La desheredada-fragment_3.prd,0.02586206896551724,0.017241379310344827,0.002873563218390805,0.008620689655172414,0.4942528735632184,0.03448275862068965,0.011494252873563218,0.0,0.11781609195402297,0.011494252873563218,0.014367816091954025,3.3304597701149423,9.718390804597703,0.02298850574712644,0.06992250075767416,0.20903147594925747,0.0826081309260943,0.11975581244317444,0.048924102697320004
1881-Perez Galdoz-La desheredada-fragment_4.prd,0.017543859649122806,0.005847953216374269,0.0,0.0029239766081871343,0.4298245614035088,0.05263157894736842,0.0029239766081871343,0.0,0.12573099415204678,0.005847953216374269,0.011695906432748536,3.3304093567251463,9.932748538011696,0.0029239766081871343,0.059414646401205876,0.22225013608005692,0.07976384876271825,0.11644265795754302,0.04459238789096847
1882-Pereda-El sabor de la tierruca-fragment_1.prd,0.032432432432432434,0.005405405405405407,0.0,0.0,1.4108108108108108,0.010810810810810813,0.0,0.0,0.6,0.0,0.016216216216216217,4.713513513513512,13.378378378378383,0.016216216216216217,0.05536966220522626,0.2040312300828553,0.07903123008285533,0.10054174633524536,0.05166507329509242
1882-Pereda-El sabor de la tierruca-fragment_2.prd,0.04712041884816754,0.005235602094240838,0.0,0.015706806282722512,1.1413612565445026,0.026178010471204192,0.005235602094240838,0.0,0.4869109947643979,0.026178010471204192,0.020942408376963352,4.989528795811519,13.958115183246074,0.010471204188481676,0.058337364941138524,0.2038784067085954,0.07821319142073857,0.09760522496371553,0.04761328817932591
